70.60000000000028;56.20000000000032;55.00000000000032;55.00000000000032;56.20000000000032
64.00000000000034;64.00000000000034;62.80000000000034;65.20000000000033;65.20000000000033
43.60000000000029;31.000000000000263;55.00000000000032;43.60000000000029;31.000000000000263
51.40000000000031;72.40000000000026;51.40000000000031;51.40000000000031;72.40000000000026
37.00000000000028;68.2000000000003;68.2000000000003;37.00000000000028;37.00000000000028
-90.0;67.6000000000003;67.6000000000003;67.6000000000003;67.6000000000003
-20.0;48.400000000000304;48.400000000000304;78.4000000000002;78.4000000000002
50.20000000000031;50.20000000000031;37.60000000000028;50.20000000000031;37.60000000000028
49.000000000000306;-20.0;49.000000000000306;49.000000000000306;49.000000000000306
71.80000000000027;49.000000000000306;49.000000000000306;49.000000000000306;60.40000000000033
