0;66.18586946817493;7.6603733821937245;-20.0
1;91.76164533066625;12.221506074586708;74
2;92.16878821817863;15.58488401556871;78
3;92.7750499825186;20.765110367739606;82
4;92.49405452609942;21.334093055586713;76
5;92.48801221164345;25.62864451849728;76
6;92.64317193830047;33.14971976266527;82
7;92.69466846406765;31.59651002753289;82
8;93.32353644806848;30.112803881260266;88
9;93.32353644806848;29.544017042662535;88
10;92.13357331188756;28.638479371637665;78
11;93.32353644806848;29.06797031454216;88
12;92.57598249381266;25.505119436956893;82
