0;88.02027017401377;6.858676448167026;36
1;89.6825471035353;13.546810294902786;52
2;92.05092391510478;15.050383162606987;76
3;90.83931836898448;17.200790398541937;64
4;92.27853908213775;21.152373928724977;78
5;92.27853908213775;23.420571777446632;78
6;90.83931836898448;24.901520154056104;64
7;92.27853908213775;25.19919032239597;78
8;91.74041448585584;26.83394205583551;72
9;91.74041448585584;29.135909733528607;72
10;92.53357331188757;20.720937193870835;82
11;92.04317193830046;21.938596276984768;76
12;92.9028317747068;20.48336797498434;84
