49.60000000000031;41.20000000000029;55.60000000000032;16.000000000000227;64.00000000000034
75.40000000000023;69.40000000000029;83.80000000000015;81.40000000000018;73.60000000000025
89.8000000000001;75.40000000000023;88.00000000000011;64.00000000000034;90.40000000000009
70.60000000000028;77.80000000000021;62.20000000000034;59.20000000000033;-30.0
78.4000000000002;70.00000000000028;64.00000000000034;86.80000000000013;49.60000000000031
65.20000000000033;89.8000000000001;70.60000000000028;73.00000000000026;89.8000000000001
-10.0;85.00000000000014;85.00000000000014;-30.0;-70.0
86.80000000000013;73.60000000000025;64.60000000000034;68.8000000000003;84.40000000000015
81.40000000000018;89.8000000000001;79.0000000000002;70.00000000000028;77.80000000000021
87.40000000000012;23.40000000000027;20.200000000000237;94.00000000000006;89.2000000000001
