n_gen;avg_fitness;min_fitness;max_fitness;std_fitness;avg_mut_step_size;std_mut_step_size;best_individual
0;10.993588891725944;-6.773080375655535;91.5649280777976;30.041708421350908;1.0;0.0;"{'weights_and_biases': array([-0.88239939,  0.58572938,  0.77039899, ...,  0.95426588,
        0.16150924,  0.5229498 ]), 'mut_step_size': 1.0, 'fitness': 91.48791083107561, 'individual_gain': 75.40000000000023}"
1;92.52557548149962;91.12791083107561;93.93679627126203;0.9464054696463027;0.998816933504537;0.019025230947974158;"{'weights_and_biases': array([-1.0199846 ,  1.1750356 ,  2.01625873, ...,  1.86771585,
        1.23629633,  1.52376686]), 'mut_step_size': 0.9588946263430472, 'fitness': 93.14645195372292, 'individual_gain': 94.60000000000005}"
2;93.5060115437959;93.0928282285399;94.30188534076949;0.31015334002774336;0.992306661181994;0.05722378047174818;"{'weights_and_biases': array([-1.68495499,  0.61566575,  0.11724997, ...,  2.52108103,
       -2.89899688,  2.35243287]), 'mut_step_size': 1.052408840660908, 'fitness': 94.30188534076949, 'individual_gain': 95.80000000000004}"
3;93.45841942603242;93.02168263345199;94.30188534076949;0.3203170442973753;0.9776365899987159;0.07616627027913855;"{'weights_and_biases': array([-1.68495499,  0.61566575,  0.11724997, ...,  2.52108103,
       -2.89899688,  2.35243287]), 'mut_step_size': 1.052408840660908, 'fitness': 94.30188534076949, 'individual_gain': 95.80000000000004}"
4;93.66449917317719;93.26168263345198;94.18326625757943;0.2795998483556636;0.9624433927830132;0.11607510873268805;"{'weights_and_biases': array([-3.65584162,  1.02218505,  3.13280887, ...,  2.0120493 ,
        2.17915733,  2.87234847]), 'mut_step_size': 0.8995626226417801, 'fitness': 94.11732261812773, 'individual_gain': 95.20000000000005}"
5;93.56775976650002;93.04467888464231;94.36326625757943;0.32383061386182965;0.8902324138969951;0.10610864774044859;"{'weights_and_biases': array([-7.34002435,  2.95826259, 10.39244745, ...,  1.77835693,
        2.88755648,  2.99644669]), 'mut_step_size': 0.7117328769329903, 'fitness': 94.23766574803518, 'individual_gain': 95.80000000000004}"
6;93.57983238772646;93.03616819497441;94.55611947915372;0.3311402059368537;0.8031212248808902;0.19251531122879947;"{'weights_and_biases': array([ 2.28851616,  0.41931288, -2.5873884 , ..., -1.25894909,
        3.75551943,  1.09206752]), 'mut_step_size': 1.1024044130005417, 'fitness': 94.55611947915372, 'individual_gain': 95.80000000000004}"
7;93.66484061071529;93.15964417492168;94.51719807741364;0.3255711697671529;0.6556876860456695;0.25301582667394873;"{'weights_and_biases': array([-8.38988715,  2.45670433, 10.61690552, ...,  3.12882913,
       -1.04506427,  1.77041444]), 'mut_step_size': 0.6708277343606526, 'fitness': 94.37250552318656, 'individual_gain': 95.20000000000005}"
8;93.8333564934016;93.50168263345198;94.47014399275048;0.20723556019091402;0.4891842060195271;0.21633937882366236;"{'weights_and_biases': array([-11.7046624 ,   3.35742779,  15.41554107, ...,   2.26419871,
        -3.15740716,  -0.38374821]), 'mut_step_size': 0.4866551801343916, 'fitness': 94.30188534076949, 'individual_gain': 95.80000000000004}"
9;93.91038171078422;93.57425332628681;94.30188534076949;0.2074293576472657;0.4365911469104153;0.23578683135441286;"{'weights_and_biases': array([-11.7046624 ,   3.35742779,  15.41554107, ...,   2.26419871,
        -3.15740716,  -0.38374821]), 'mut_step_size': 0.4866551801343916, 'fitness': 94.30188534076949, 'individual_gain': 95.80000000000004}"
