n_gen;avg_fitness;min_fitness;max_fitness;std_fitness;avg_mut_step_size;std_mut_step_size;best_individual
0;12.763660948799975;-6.338594078203183;91.91354799471559;28.69976524751287;1.0;0.0;"{'weights_and_biases': array([ 0.3439102 , -0.86711564, -0.69884987, ..., -0.53913644,
       -0.07697748, -0.30743316]), 'mut_step_size': 1.0, 'fitness': 91.91354799471559, 'individual_gain': 79.0000000000002}"
1;90.87467647589231;88.20324619773174;93.93679627126203;1.8058613875499616;1.0007919360351507;0.021136662644916187;"{'weights_and_biases': array([-1.38008716,  0.43352109, -0.78891727, ..., -0.26421138,
        2.04216332, -0.01642262]), 'mut_step_size': 0.9853457579488905, 'fitness': 93.93679627126203, 'individual_gain': 92.20000000000007}"
2;93.36168914095117;92.79173296930547;93.93679627126203;0.3618152363247424;1.0059491857989815;0.06643344306775115;"{'weights_and_biases': array([ 1.62998525, -1.3934597 , -0.74607841, ...,  0.46714183,
       -0.90898627, -0.04480348]), 'mut_step_size': 1.0171047652266139, 'fitness': 93.93679627126203, 'individual_gain': 92.20000000000007}"
3;93.56435358116921;93.26168263345198;94.15870783429058;0.26435758801169296;0.9875158595089211;0.10962915569110915;"{'weights_and_biases': array([-1.398967  , -2.50378514, -3.78363965, ...,  3.73639518,
       -0.70737363,  0.13988528]), 'mut_step_size': 1.134233789190188, 'fitness': 94.15870783429058, 'individual_gain': 95.20000000000005}"
4;93.52578562084615;93.11699681219054;94.36624979919324;0.28161394452343963;0.9927512889074789;0.13562221707960456;"{'weights_and_biases': array([ 2.96719029, -3.88527517,  3.17823725, ...,  2.43073118,
       -0.4834335 , -0.75539425]), 'mut_step_size': 0.8965801365533265, 'fitness': 94.05732261812773, 'individual_gain': 94.60000000000005}"
5;93.5102039788995;93.0928282285399;94.26250462797223;0.3162796957810013;1.0642119424364191;0.17988665412663163;"{'weights_and_biases': array([ -6.5243221 ,  -2.09163594, -16.85294599, ...,   1.85841586,
         0.44605724,  -4.07696033]), 'mut_step_size': 1.3690224804147428, 'fitness': 94.26250462797223, 'individual_gain': 95.20000000000005}"
6;93.73351101908209;93.3928282285399;94.46951600496185;0.2662985621969224;1.117070846546793;0.2745550040283974;"{'weights_and_biases': array([ -2.49237481,  -8.54696053, -11.62967956, ...,  -6.65656633,
        -6.89759783,  -2.27659281]), 'mut_step_size': 1.5674704185341288, 'fitness': 93.88631782016776, 'individual_gain': 100}"
7;93.78390135843559;93.38552606686933;94.75605369405454;0.2905010415890036;0.9445531408851605;0.50089044583919;"{'weights_and_biases': array([ 7.8423209 , 34.21450775, -3.09590774, ..., 10.29724185,
       -7.47522781,  0.13793378]), 'mut_step_size': 1.3813548549132317, 'fitness': 94.56188000615577, 'individual_gain': 98.80000000000001}"
8;93.88426425581605;93.50835394814497;94.3552140260765;0.2182079513179324;0.8964936881564594;0.7217218073128573;"{'weights_and_biases': array([ 8.28319367, -5.69236386, -0.66547003, ..., -4.87957033,
       -3.88389882, -3.75504016]), 'mut_step_size': 0.9184535198484978, 'fitness': 94.24183729848225, 'individual_gain': 96.40000000000003}"
9;93.7685794982744;93.34506424239103;94.5559933129232;0.2929166199102057;0.6066102624019274;0.739561237839442;"{'weights_and_biases': array([ 8.28319367, -5.69236386, -0.66547003, ..., -4.87957033,
       -3.88389882, -3.75504016]), 'mut_step_size': 0.9184535198484978, 'fitness': 94.5559933129232, 'individual_gain': 97.60000000000002}"
10;93.86968710084327;93.50168263345198;94.28278772623588;0.21072662245755094;0.6082147913724522;0.690998117597411;"{'weights_and_biases': array([ 14.43088333,  -9.26778285,  20.78873147, ..., -23.23223764,
        -7.71146468, -17.17277239]), 'mut_step_size': 0.6489088654252406, 'fitness': 94.22341372532799, 'individual_gain': 95.80000000000004}"
