n_gen;max_fitness;avg_fitness;best_individual_gain
0;91.20665872310228;28.65964699884792;69.40000000000029
1;93.3070431491098;25.03210751363946;85.00000000000014
2;91.28826519084711;28.620755035369047;76.00000000000023
3;93.68278772623589;35.48040431648769;86.80000000000013
4;92.38885900702331;39.01815491803633;82.00000000000017
5;93.77240366476764;44.402934933235215;88.60000000000011
6;93.77240366476764;47.80485270061726;88.60000000000011
7;93.88018759563833;49.084338361136844;87.40000000000012
8;91.89738102425511;45.07705537628117;82.00000000000017
9;92.16523797875807;45.53189552154129;84.40000000000015
10;93.2330246436602;44.29512069216568;89.2000000000001
11;93.70094470078548;55.27111770154276;88.60000000000011
12;92.57636882440191;47.53194786650449;84.40000000000015
13;93.54150296873418;46.930930735747694;87.40000000000012
14;92.12926227199753;40.782508901802814;82.00000000000017
15;93.17250552318657;52.15977452213758;83.20000000000016
16;93.30192069107682;49.80157856844771;87.40000000000012
17;94.08482618476619;37.559319613883375;91.60000000000008
18;92.8310957977798;36.95955886339592;79.0000000000002
19;93.58094470078548;39.68681473688866;87.40000000000012
20;92.90901301948915;34.00011988455667;85.00000000000014
21;93.11240366476764;36.37360969237326;82.00000000000017
22;93.82624979919325;30.739186631763868;89.2000000000001
23;90.62926227199755;27.246641309325558;67.00000000000031
24;92.9161681949744;30.542970711561452;83.80000000000015
