n_gen;max_fitness;avg_fitness;best_individual_gain
0;92.72200618758326;20.76044981449397;78.4000000000002
1;92.39642023266133;24.497806125223843;80.80000000000018
2;94.36027017401378;30.09975856397872;99.4
3;94.21703951986404;36.47556440609887;98.80000000000001
4;93.81173296930547;40.7771984303229;91.00000000000009
5;93.39105438238981;43.382655631736775;92.20000000000007
6;93.5027877262359;46.353197822730486;85.00000000000014
7;93.87521402607649;48.426890540922265;90.40000000000009
8;91.88041853593509;48.47161289870511;81.40000000000018
9;93.81173296930547;54.03624154536651;91.00000000000009
10;93.60704041507839;50.0813402549846;91.60000000000008
11;93.48936197187236;49.982229658489835;88.60000000000011
12;93.87679627126202;50.796941210852346;91.60000000000008
13;93.53051384715859;50.59539128869353;87.40000000000012
14;93.5825471035353;48.771537486835115;91.00000000000009
15;93.65874178945528;50.13946308978712;91.60000000000008
16;92.73982874727957;46.056179918938525;86.80000000000013
17;93.10215773349191;42.31226957224152;94.60000000000005
18;93.86559716573515;41.67702909189789;97.60000000000002
19;92.64619038813076;33.646463330576616;86.20000000000013
20;93.77466846406764;37.47309883731392;92.80000000000007
21;93.17307397402959;28.68324463119186;91.00000000000009
22;93.1029065134946;31.610699154380914;88.00000000000011
23;92.97112204166713;34.28234288696732;88.60000000000011
24;93.83547959267732;28.61838788096249;94.00000000000006
