n_gen;max_fitness;avg_fitness;best_individual_gain
0;93.41599331292322;28.27219698375462;86.20000000000013
1;92.15636882440192;25.432465132940532;80.20000000000019
2;93.43261419415927;32.60992706489335;86.20000000000013
3;93.44951600496186;35.77848873001237;86.20000000000013
4;93.34326625757944;42.267575139021815;83.20000000000016
5;93.09173296930547;38.935163455352644;83.80000000000015
6;93.26389959779559;44.05321910948543;86.80000000000013
7;93.4625471035353;45.92541759137124;89.8000000000001
8;93.29598249381267;43.644471249965555;89.2000000000001
9;93.73109579777977;45.19521625806541;88.00000000000011
10;93.39639337829168;51.53533226885516;83.80000000000015
11;93.803413725328;54.379179132886755;91.60000000000008
12;93.803413725328;53.02230989021185;91.60000000000008
13;93.50669517527552;45.7071505112933;88.00000000000011
14;93.46657125383503;47.834694053645286;89.8000000000001
15;92.738543081072;45.13965976852018;88.00000000000011
16;93.66090734553948;47.61083435352012;94.60000000000005
17;93.67605369405454;44.07256793231285;86.80000000000013
18;94.01250552318656;43.26547756562124;91.60000000000008
19;94.09740496697304;46.23665088505308;91.60000000000008
20;94.42956207860757;31.418432031751696;94.60000000000005
21;92.39466846406766;38.27733993494325;79.0000000000002
22;92.0411142350989;34.724903630851074;80.20000000000019
23;94.1637541946517;35.177340467657245;92.20000000000007
24;93.93639337829168;28.55982811978777;89.2000000000001
