n_gen;max_fitness;avg_fitness;best_individual_gain
0;92.19173296930548;25.683845268686497;74.80000000000024
1;91.83057091248861;27.42103848053424;73.60000000000025
2;93.13520306650936;34.383949789460154;86.20000000000013
3;92.3115744117559;36.55040580972268;83.80000000000015
4;93.13520306650936;42.315019552274194;86.20000000000013
5;93.31520306650935;41.59739612705082;88.00000000000011
6;93.38226955283407;48.83712310706392;92.20000000000007
7;93.85740496697305;49.178131545773475;89.2000000000001
8;94.20272016318509;43.793765551613646;92.20000000000007
9;93.85740496697305;50.84245766716977;89.2000000000001
10;93.9227877262359;56.20415450678022;89.2000000000001
11;92.6780929290619;47.955517948609405;83.20000000000016
12;93.2224619202987;47.134597331141265;85.60000000000014
13;93.75991706964764;52.63047081080241;95.80000000000004
14;93.65874178945528;43.423572612282236;91.60000000000008
15;93.64326625757944;43.019706276081564;86.20000000000013
16;94.38216020004909;40.010121495799744;92.80000000000007
17;93.92389959779558;33.01033269680569;93.40000000000006
18;93.96272016318508;34.38061172018747;89.8000000000001
19;93.57289246928255;37.71968868484246;89.2000000000001
20;93.88506424239102;38.323212902096095;91.00000000000009
21;93.06010264645955;26.811974934696188;84.40000000000015
22;93.92389959779558;27.007307387684694;93.40000000000006
23;91.84728120673465;19.889716272503705;71.80000000000027
24;92.87353194306671;27.415722213860448;87.40000000000012
