n_gen;max_fitness;avg_fitness;best_individual_gain
0;89.685069269148;4.509781325927605;55.60000000000032
1;89.685069269148;3.38400695381378;55.60000000000032
2;91.94751081973138;6.352626224257183;76.00000000000023
3;91.94751081973138;10.390713540429045;76.00000000000023
4;90.19106227384334;11.58638129151873;56.800000000000324
5;91.94751081973138;11.684305861767376;76.00000000000023
6;89.47315225241283;14.526500706368061;52.00000000000031
7;89.65092391510481;13.818808338871523;52.00000000000031
8;89.47315225241283;15.130107862304074;52.00000000000031
9;89.65092391510481;20.23944196035091;52.00000000000031
10;89.10687189361195;20.738336138113727;47.2000000000003
11;89.10687189361195;17.715258721181506;47.2000000000003
12;89.10687189361195;18.709523528234246;47.2000000000003
13;89.10687189361195;15.182806767390701;47.2000000000003
14;91.00964054567598;18.830625910871778;67.00000000000031
15;91.00964054567598;12.554521066613468;67.00000000000031
16;91.00964054567598;8.13172113551164;67.00000000000031
17;87.93288973525115;10.224835285381166;36.400000000000276
18;91.00964054567598;11.591975940635496;67.00000000000031
19;89.9589766506505;8.043283549496582;59.80000000000033
20;87.59486503108354;4.953810504925424;34.00000000000027
21;89.38246379491761;8.266347471979893;53.200000000000315
22;89.38246379491761;6.982287592068983;53.200000000000315
23;87.16302763711035;7.369062967386988;36.400000000000276
24;91.7335479947156;8.369080522568172;77.20000000000022
