n_gen;max_fitness;avg_fitness;best_individual_gain
0;86.78103188625359;5.491244582653509;31.000000000000263
1;90.24342770252085;4.219406870348281;59.80000000000033
2;89.06384284030167;6.0442669108891485;50.80000000000031
3;90.00649699436175;6.468944051548322;59.20000000000033
4;89.90384284030168;9.882509545609759;59.20000000000033
5;90.00649699436175;10.906526214301529;59.20000000000033
6;90.24342770252085;14.611766584469338;59.80000000000033
7;87.46853545289204;14.27328849773426;34.60000000000027
8;91.33968822339261;16.461840522039893;70.60000000000028
9;87.7507950686747;14.853950000420008;42.40000000000029
10;87.7507950686747;19.770956769371807;42.40000000000029
11;86.1361129328935;15.631283808998775;21.40000000000024
12;92.53315225241282;17.035141165542434;82.60000000000016
13;92.53315225241282;11.944091830964712;82.60000000000016
14;89.41310261863332;13.02587004270665;52.00000000000031
15;89.68246379491761;11.017060892288667;56.20000000000032
16;92.53315225241282;13.331678451583848;82.60000000000016
17;92.53315225241282;12.368386150306;82.60000000000016
18;91.06041448585589;9.633768269198278;65.20000000000033
19;89.68246379491761;10.294220126894796;56.20000000000032
20;88.80317426885358;9.871759544227421;51.40000000000031
21;88.05105438238982;8.930930225058347;38.80000000000028
22;84.91090371629376;3.595470333488132;11.80000000000023
23;86.88952957785585;6.823090332184103;33.40000000000027
24;90.47302464366022;9.223238704556776;61.600000000000335
