n_gen;max_fitness;avg_fitness;best_individual_gain
0;85.60105075314408;2.2564058652905863;19.000000000000234
1;87.46911428328528;4.462656970705192;38.20000000000028
2;88.78755198344952;7.84158936571128;50.20000000000031
3;89.5766851959654;9.293637153203846;57.400000000000325
4;87.46911428328528;11.34192797894523;38.20000000000028
5;87.46911428328528;12.493101629671715;38.20000000000028
6;89.5766851959654;13.409019574829397;57.400000000000325
7;90.04109822612276;16.56241145981087;58.00000000000033
8;90.04109822612276;17.78171799681447;58.00000000000033
9;90.04109822612276;17.097547843252936;58.00000000000033
10;87.90643022995489;20.08139267731484;40.000000000000284
11;87.90643022995489;16.474608744536663;40.000000000000284
12;87.0048014366599;14.702983080533986;34.60000000000027
13;89.49854308107201;9.026882924172977;55.60000000000032
14;88.61959913428288;14.36823650955911;42.40000000000029
15;93.44801221164347;9.019393187379048;85.60000000000014
16;93.44801221164347;8.916971620694026;85.60000000000014
17;93.44801221164347;11.571601148811554;85.60000000000014
18;89.36811752271652;8.684091408709445;52.00000000000031
19;93.44801221164347;7.934575367069842;85.60000000000014
20;90.03288973525116;9.942950395540647;57.400000000000325
21;88.39095512455319;6.371706962170447;44.800000000000296
22;88.39095512455319;5.834720973851198;44.800000000000296
23;88.39095512455319;2.509423184130272;44.800000000000296
24;90.29297711225777;2.187438575602273;64.00000000000034
