n_gen;avg_fitness;min_fitness;max_fitness;std_fitness;avg_mut_step_size;std_mut_step_size;best_individual
0;6.4221040649764305;-6.2766434893416445;87.13935834262664;25.20634850147484;1.0;0.0;"{'weights_and_biases': array([-0.13667732,  0.64703355,  0.75131325, ...,  0.82654999,
        0.55728466,  0.34782106]), 'mut_step_size': 1.0, 'fitness': 87.13935834262664, 'individual_gain': 29.80000000000026}"
1;86.96548988552087;86.12628484395722;92.39598249381268;1.1229704373210043;0.9975294787527509;0.017156811097305425;"{'weights_and_biases': array([ 1.32875369, -0.91145493, -1.05016217, ...,  0.38904599,
        1.50241206, -0.58835321]), 'mut_step_size': 1.0, 'fitness': 92.39598249381268, 'individual_gain': 80.20000000000019}"
2;87.89455930545483;87.13935834262664;92.7919398588649;1.5596997307132305;0.9958403427524072;0.02865304850370615;"{'weights_and_biases': array([ 1.32875369, -0.91145493, -1.05016217, ...,  0.38904599,
        1.50241206, -0.58835321]), 'mut_step_size': 1.0, 'fitness': 92.7919398588649, 'individual_gain': 82.60000000000016}"
3;88.44724007647525;87.13935834262664;92.24628484395721;1.4684703547063853;0.9957872315105739;0.038998417469174075;"{'weights_and_biases': array([-5.27954853, -1.25234658, -0.34133828, ..., -5.47836271,
       -1.10138586, -3.3901988 ]), 'mut_step_size': 0.9887143000993268, 'fitness': 92.24628484395721, 'individual_gain': 82.60000000000016}"
4;90.07559876307879;87.98628484395722;92.24628484395721;1.1608795853708833;1.0015012665090517;0.045799112621924536;"{'weights_and_biases': array([ 0.02705542, -0.66733213,  0.63502077, ...,  0.52684274,
        2.19281858, -4.15995651]), 'mut_step_size': 1.0437654734243345, 'fitness': 92.15297711225776, 'individual_gain': 82.60000000000016}"
5;90.30108608950303;88.45968822339262;92.24628484395721;0.936059172039278;1.0043660534038166;0.06669004331772446;"{'weights_and_biases': array([-5.27954853, -1.25234658, -0.34133828, ..., -5.47836271,
       -1.10138586, -3.3901988 ]), 'mut_step_size': 0.9887143000993268, 'fitness': 92.24628484395721, 'individual_gain': 82.60000000000016}"
6;89.99781542451869;87.78539190157784;92.45550493721093;1.0828253620517705;1.0273218104734783;0.08314194982517288;"{'weights_and_biases': array([-10.13086311,  -2.3592625 ,  -2.47901012, ...,  -6.2962314 ,
         1.32479133,  -5.11904711]), 'mut_step_size': 0.9547663269104769, 'fitness': 92.30628484395722, 'individual_gain': 83.20000000000016}"
7;90.20111856403214;87.51399989261958;92.45550493721093;1.4439805545669129;1.0122444147997742;0.09757824987293184;"{'weights_and_biases': array([-10.13086311,  -2.3592625 ,  -2.47901012, ...,  -6.2962314 ,
         1.32479133,  -5.11904711]), 'mut_step_size': 0.9547663269104769, 'fitness': 92.30628484395722, 'individual_gain': 83.20000000000016}"
8;90.90802967678121;89.40322890233347;92.88990021702645;0.6924905051222822;1.0309198318009434;0.11427549467676665;"{'weights_and_biases': array([ 15.94036738,  -4.59732774,   3.3617179 , ...,  14.30571331,
       -12.28446001,  -4.78281203]), 'mut_step_size': 1.0931337637118563, 'fitness': 92.88990021702645, 'individual_gain': 86.20000000000013}"
9;91.06920539637555;89.72443510891829;92.88990021702645;0.6781017443434125;1.0288391728335042;0.10665113821404791;"{'weights_and_biases': array([ 15.44758506,  -4.89670087,   1.03293346, ...,  16.12673961,
       -12.90857568,  -5.17245059]), 'mut_step_size': 1.0935768338404903, 'fitness': 92.88990021702645, 'individual_gain': 86.20000000000013}"
