n_gen;max_fitness;avg_fitness;best_individual_gain
0;91.97788162462295;30.063685585873618;77.80000000000021
1;92.83935834262661;30.374079633736137;86.80000000000013
2;94.15719807741364;38.196839972692175;90.40000000000009
3;93.86956741322128;44.89633398715443;88.60000000000011
4;94.01833644349735;43.06720001261048;91.60000000000008
5;93.63639337829169;45.56206412102568;86.20000000000013
6;93.86956741322128;48.72650069243748;88.60000000000011
7;93.58506424239103;52.79586453884484;88.00000000000011
8;92.9780929290619;60.36077717726096;86.20000000000013
9;93.68855887686999;51.33063658038643;94.60000000000005
10;93.58506424239103;57.27775416225279;88.00000000000011
11;93.14011544777375;56.35110308091836;92.80000000000007
12;93.11858578874553;61.97231158468634;91.00000000000009
13;92.59778108962357;52.203861806150485;86.80000000000013
14;93.99425332628681;48.389086617513215;92.20000000000007
15;93.76506424239102;44.052949694395274;89.8000000000001
16;92.93147120894051;41.81668823909482;93.40000000000006
17;93.22728120673465;38.49845869106875;85.60000000000014
18;93.63289246928254;41.864608949143175;89.8000000000001
19;93.54324619773173;45.87061218002049;92.20000000000007
20;93.20889138314543;41.287867525023465;84.40000000000015
21;92.28139988030829;34.70549792336042;85.00000000000014
22;91.89288973525115;33.47397234284052;76.00000000000023
23;92.85173296930547;31.078622664865136;81.40000000000018
24;92.217733253104;30.80660188372569;85.00000000000014
