n_gen;max_fitness;avg_fitness;best_individual_gain
0;93.05599331292322;28.110115425856176;82.60000000000016
1;93.79419793370401;24.302243029899746;94.00000000000006
2;93.01173230259882;29.530086653953163;83.20000000000016
3;92.4838995977956;33.56092331783447;79.0000000000002
4;93.63853908213777;42.595949032463224;91.60000000000008
5;92.66385026742618;47.749203257903396;78.4000000000002
6;93.1542533262868;45.82308356305539;83.80000000000015
7;93.47730981109513;50.422587495054785;87.40000000000012
8;93.09455310235677;52.70217495594154;87.40000000000012
9;94.03106227384332;48.53744049888317;95.20000000000005
10;92.7838995977956;47.70085019343366;82.00000000000017
11;93.55261419415925;51.32201603299061;87.40000000000012
12;93.82784596782224;56.24595789783063;94.00000000000006
13;93.8128282285399;45.705982857072335;92.20000000000007
14;92.34379793739258;48.45002053250927;82.60000000000016
15;93.43703951986406;43.82136699217216;91.00000000000009
16;93.5225471035353;40.90185900469979;90.40000000000009
17;92.81354799471558;37.51438559377475;88.00000000000011
18;92.54801221164348;35.95040832340734;76.60000000000022
19;92.25112204166713;36.12537448536739;81.40000000000018
20;92.19732261812774;28.662462542502567;76.00000000000023
21;93.45964417492168;24.625415974638702;86.80000000000013
22;92.48424995824664;26.68576706940259;87.40000000000012
23;93.23250552318656;30.56172436638094;83.80000000000015
24;83.37224472101786;27.448963995486338;82.80000000000007
