n_gen;max_fitness;avg_fitness;best_individual_gain
0;92.70364909070207;24.0318701903376;86.80000000000013
1;93.27405452609943;22.746245763193254;83.80000000000015
2;93.68889138314543;29.909331348183393;89.2000000000001
3;93.27102576183881;28.48963219098737;89.2000000000001
4;92.16110614572686;39.1335294470566;80.80000000000018
5;92.78284613236326;40.192550026036336;86.80000000000013
6;93.95051384715859;43.853101455665225;91.60000000000008
7;93.75173296930546;44.76308226143903;90.40000000000009
8;93.71240366476763;39.54097600349074;88.00000000000011
9;93.63282822853989;53.02031241744738;90.40000000000009
10;94.2670431491098;51.33409053432615;94.60000000000005
11;93.21246554954443;45.58400098019762;80.80000000000018
12;92.55738102425511;43.26318444529615;88.60000000000011
13;93.40637245364765;41.98384274065026;88.00000000000011
14;93.33288973525113;47.42617306006206;90.40000000000009
15;93.55297592783953;43.524844814507496;88.00000000000011
16;93.03389190989625;43.51667989074716;91.00000000000009
17;93.09826279334342;37.11758421484021;100
18;93.53833644349734;32.94383656592942;86.80000000000013
19;94.0437541946517;32.14589810380952;91.00000000000009
20;93.6628317747068;43.4250501026806;91.60000000000008
21;93.72250462797223;30.298827681047808;89.8000000000001
22;93.3976657480352;28.25439238220999;87.40000000000012
23;93.27679627126203;28.41558776153781;85.60000000000014
24;92.46166171665523;30.43282843521061;89.2000000000001
