n_gen;max_fitness;avg_fitness;best_individual_gain
0;94.03297592783952;26.21103481072978;92.80000000000007
1;93.43297592783952;26.751101724496085;86.80000000000013
2;93.17642023266133;30.843202041676694;88.60000000000011
3;92.39103858311015;37.33790878688854;83.80000000000015
4;93.13788117912031;43.19889260649251;87.40000000000012
5;94.03297592783952;42.24908133174637;92.80000000000007
6;93.20544845445559;46.9530355033334;89.8000000000001
7;93.4917323025988;51.63039290635143;88.00000000000011
8;93.87364684039827;49.675718322585226;98.80000000000001
9;93.78627799644578;49.73839879343687;92.20000000000007
10;93.09955642660933;50.01860496511452;88.00000000000011
11;93.68889138314543;48.92988340469734;89.2000000000001
12;92.70324619773173;58.033836590312866;83.80000000000015
13;92.67167900420624;49.34901973306015;84.40000000000015
14;93.17874178945527;49.25519911241261;86.80000000000013
15;93.71250552318656;49.696288120773396;88.60000000000011
16;93.77250552318657;48.75465871118772;89.2000000000001
17;93.22700044143627;41.82361801702192;85.00000000000014
18;92.24624616014832;40.74607068061153;87.40000000000012
19;92.8730246436602;40.6419247740427;85.60000000000014
20;92.9780929290619;40.93186789499469;86.20000000000013
21;93.26168263345198;35.95134588010508;85.60000000000014
22;93.45964417492168;30.89650402274595;86.80000000000013
23;92.74964054567596;34.41265269199961;84.40000000000015
24;93.45964417492168;36.28933266149465;86.80000000000013
