n_gen;max_fitness;avg_fitness;best_individual_gain
0;39.20090734553948;4.636558480796658;-50.0
1;40.11719807741363;3.468051244396184;-50.0
2;66.21617481767026;5.945762144013443;-20.0
3;66.21617481767026;7.380547356606287;-20.0
4;66.38687189361193;9.481036446641678;-20.0
5;57.40157804100163;10.46719457700426;-30.0
6;65.75972415482923;10.945865437446141;-20.0
7;66.42027017401378;13.257664863580882;-20.0
8;66.42027017401378;13.048522094405099;-20.0
9;66.20394224923463;12.349512282628023;-20.0
10;57.40157804100163;12.86415307263941;-30.0
11;66.40157804100163;13.027270364320085;-20.0
12;75.33703951986405;13.102838209561144;-10.0
13;66.07041085661011;13.231348860725996;-20.0
14;57.20090734553948;10.830472825000149;-30.0
15;66.20090734553948;10.602497131418346;-20.0
16;74.86877351051686;10.766926256712761;-10.0
17;66.20090734553948;10.943594963590813;-20.0
18;66.20090734553948;8.768612404714368;-20.0
19;75.20090734553948;10.120143235699638;-10.0
20;75.20090734553948;8.42323322557706;-10.0
21;75.20090734553948;10.336397059179438;-10.0
22;65.95736716631762;5.653614287335121;-20.0
23;65.95736716631762;9.494455339044988;-20.0
24;65.95736716631762;6.329812411446169;-20.0
