n_gen;max_fitness;avg_fitness;best_individual_gain
0;48.427845967822236;4.014272627849717;-40.0
1;56.873130815885816;4.433836598200787;-30.0
2;57.41275134159975;6.207318635718396;-30.0
3;85.43879267830492;9.492107880652819;16
4;39.95014399275046;8.125619413924882;-50.0
5;74.74424995824663;10.51125586362282;-10.0
6;74.74424995824663;11.586928733067182;-10.0
7;56.981406785503765;11.717475757178418;-30.0
8;74.64042613132762;12.83036902692078;-10.0
9;48.38322890233343;12.314082945261582;-40.0
10;66.20090734553948;12.4583248279312;-20.0
11;57.21003982910275;12.577431722750015;-30.0
12;66.3978811791203;14.785788265491872;-20.0
13;57.40157804100163;11.636301908004915;-30.0
14;66.3978811791203;10.45600503851126;-20.0
15;57.17991706964764;10.068052862882576;-30.0
16;57.17991706964764;9.434137067874786;-30.0
17;48.44704041507838;6.850254376104392;-40.0
18;57.482547103535296;7.962083001521228;-30.0
19;57.185869468174936;5.488783632296479;-30.0
20;57.482547103535296;5.820916484020939;-30.0
21;57.07307397402959;4.667458173826628;-30.0
22;66.40157804100163;11.403644246697388;-20.0
23;66.40157804100163;6.252834642366704;-20.0
24;66.40157804100163;4.696166618168545;-20.0
