n_gen;max_fitness;avg_fitness;best_individual_gain
0;92.64317193830047;8.00925347953214;82
1;92.64317193830047;7.732258057542618;82
2;92.55455310235676;9.858247607483744;82
3;92.55455310235676;13.920275693505209;82
4;92.55455310235676;16.338973037727744;82
5;92.55455310235676;16.953025932924056;82
6;93.47212383121041;20.831456122890106;88
7;92.38322890233343;21.480652214678752;80
8;93.47212383121041;22.544248766167016;88
9;93.0316554962389;26.374933450926886;86
10;93.91859563501554;30.038861538841857;90
11;93.0316554962389;29.913564174344618;86
12;92.14041448585584;28.27485058885245;76
13;91.29466846406764;23.609377786523524;68
14;91.54250462797222;21.45381626944085;68
15;91.56521039683075;21.11951250158088;72
16;91.56521039683075;18.021311925316457;72
17;92.72353644806849;21.067379744405482;82
18;90.83165549623891;19.753385001909972;64
19;89.71679627126201;19.422827226948012;50
20;92.72353644806849;22.59091456268349;82
21;92.69466846406765;17.772613071084468;82
22;92.17065437104556;19.609493475519155;76
23;92.17065437104556;20.597975335092485;76
24;92.17065437104556;20.491610957975272;76
