n_gen;max_fitness;avg_fitness;best_individual_gain
0;87.11936107665801;10.020404540515786;26
1;90.52482618476617;10.387096890242546;56
2;90.52482618476617;12.949832663683779;56
3;89.18322890233343;15.054141244939757;48
4;90.05873645484156;19.354906157724404;56
5;92.35809292906188;19.533177553108885;80
6;92.35809292906188;24.157306511951827;80
7;92.62027017401378;24.400626680136533;82
8;93.3794650007277;24.302824626090224;88
9;92.62027017401378;27.19903673703528;82
10;92.35809292906188;32.317769247894674;80
11;92.08200618758325;27.782393999925585;72
12;93.3794650007277;30.876561565416083;88
13;91.95809292906188;22.360722524152855;76
14;91.95809292906188;24.0767068402233;76
15;92.11302464366018;18.100282085753424;78
16;92.51936107665802;23.3536602676935;80
17;92.11302464366018;15.873415718607518;78
18;92.27853908213775;16.981467838884903;78
19;90.87853908213776;16.809341294385657;64
20;85.12353644806848;13.375771930027733;6
21;92.02405089685368;18.215055534107695;76
22;87.15356122494228;16.042794346042392;30
23;85.60832626799134;14.73589919314827;22
24;92.95758228947821;15.89265067410768;84
