n_gen;max_fitness;avg_fitness;best_individual_gain
0;91.75809292906189;8.48899370232314;74
1;86.82405089685369;10.12673561862406;24
2;92.63931836898448;12.60256469609498;82
3;92.63931836898448;15.945134236142858;82
4;91.79419793370401;19.831755323791942;74
5;92.4316554962389;21.523954259462066;80
6;92.09466846406764;23.333592231814766;76
7;93.17065437104556;24.72288167929308;86
8;91.56355803717005;26.68978263235593;68
9;92.4316554962389;30.06492468713831;80
10;92.0354795926773;26.152474147967965;76
11;90.39605369405454;24.661704774393307;54
12;92.36889138314541;28.683522814908706;76
13;92.0354795926773;26.02851148538694;76
14;91.37237888630936;19.793756156953503;70
15;91.37237888630936;24.69206229697996;70
16;90.39605369405454;21.310410473139328;54
17;91.72482618476617;19.688317466906053;68
18;92.56878821817864;24.763822167317066;82
19;93.58506424239101;15.539191835327141;88
20;92.56878821817864;18.066268717135923;82
21;92.65092391510478;16.207944048318993;82
22;92.56878821817864;16.819645407618168;82
23;93.58506424239101;16.798841012194053;88
24;93.58506424239101;15.271058073279484;88
