n_gen;max_fitness;avg_fitness;best_individual_gain
0;92.07454706086821;10.322759339850847;76
1;92.07454706086821;8.278902654814406;76
2;92.25482255552043;12.138944864235219;78
3;92.63521402607648;13.752916166485281;78
4;92.54041448585585;15.062809937927426;80
5;91.89466846406765;16.851613359450166;74
6;92.25482255552043;20.8944280073309;78
7;91.25482255552043;20.41585268232997;68
8;91.5361681949744;21.597255973018243;70
9;92.72772932632853;24.228547710025993;82
10;92.07603602059675;28.874102803573678;72
11;92.65092391510478;26.46467787008471;82
12;92.4165036912183;28.07546258282758;80
13;91.40956741322127;24.532026448881027;64
14;92.72772932632853;25.645834273663624;82
15;91.76956207860756;24.139602143882616;68
16;92.04704041507837;23.43638845190117;76
17;92.57237888630937;24.43135673837774;82
18;92.24704041507837;19.234356778590605;78
19;92.52353644806848;19.932716670819065;80
20;92.24704041507837;18.972460768819676;78
21;92.64814186652393;12.693935917715958;80
22;92.52353644806848;18.306434506543766;80
23;92.52353644806848;12.579742768334032;80
24;92.3959933129232;14.137965470344838;76
