n_gen;avg_fitness;min_fitness;max_fitness;std_fitness;avg_mut_step_size;std_mut_step_size;best_individual
0;92.99831089447139;91.54791083107561;93.93679627126203;0.651540872080885;0.9959767874825123;0.02304050900367513;"{'weights_and_biases': array([ 0.71204423, -0.18924006, -0.36942773, ...,  0.73032524,
       -0.75646548, -0.94623802]), 'mut_step_size': 0.9552269527964221, 'fitness': 93.1886901179223, 'individual_gain': 92.80000000000007}"
1;93.48776701828011;93.02168263345199;94.30246192029868;0.3330163655702187;0.9856775944445667;0.03832832512394204;"{'weights_and_biases': array([ 2.02600129,  2.22944436, -2.58782759, ..., -0.08123018,
        0.60433239, -2.60443322]), 'mut_step_size': 0.9793781455398551, 'fitness': 94.30246192029868, 'individual_gain': 96.40000000000003}"
2;93.7276314791183;93.26168263345198;94.39719807741363;0.29939325682140977;0.9842586485055322;0.049360067694885906;"{'weights_and_biases': array([-1.78721471e-03, -1.13222010e-01, -1.66421570e+00, ...,
        4.62279807e-01,  1.67667558e+00, -3.88228495e+00]), 'mut_step_size': 1.0420474829996378, 'fitness': 93.99193985886488, 'individual_gain': 94.60000000000005}"
3;93.75162791217639;93.31173230259881;94.55833644349734;0.2824514853821151;0.9922627778860169;0.05181228472945567;"{'weights_and_biases': array([ 1.26301337, -9.6047753 , -6.32593618, ..., -1.30570842,
       -0.03343709,  2.61168028]), 'mut_step_size': 1.029696914844905, 'fitness': 94.55833644349734, 'individual_gain': 97.00000000000003}"
4;93.79457129022896;93.39173296930547;94.51010128507693;0.28802993922972875;0.9851834430612909;0.07244286749090793;"{'weights_and_biases': array([ 1.31619046,  1.76503775, -4.28261952, ...,  0.26730547,
        0.95907553, -2.47431147]), 'mut_step_size': 0.9320438537432314, 'fitness': 94.49250552318655, 'individual_gain': 96.40000000000003}"
5;93.64121124295826;93.21964417492168;94.58375419465169;0.343390762325194;0.9820452236495029;0.09241509282475101;"{'weights_and_biases': array([ 3.02019857,  1.76503775, -4.28261952, ...,  0.26730547,
        1.7245139 , -1.17209092]), 'mut_step_size': 0.9320945912800535, 'fitness': 94.43051384715858, 'individual_gain': 96.40000000000003}"
6;93.65119601705082;93.26341372532801;94.36734511426395;0.28678057473814983;0.940273187258451;0.13758057518799208;"{'weights_and_biases': array([ 3.33662902,  1.37295565, -4.69773424, ...,  4.3571396 ,
        7.47343268,  7.1155201 ]), 'mut_step_size': 0.8975062651093828, 'fitness': 93.58190280195865, 'individual_gain': 97.00000000000003}"
7;93.46921451849074;93.04784596782225;94.35274631484279;0.30711131324716257;1.022743480763214;0.1395497742213113;"{'weights_and_biases': array([-2.41806192, -1.4242063 , -3.51408203, ...,  2.46492999,
       -1.8666302 ,  0.96541674]), 'mut_step_size': 1.0168429601291802, 'fitness': 93.96920335595946, 'individual_gain': 98.80000000000001}"
8;93.68198826773899;93.37124010962185;94.21719807741364;0.2503358225671883;1.057615653786574;0.14153189864325627;"{'weights_and_biases': array([ -3.93571791,  26.40818906,  15.3528446 , ...,   1.21826657,
         6.75699065, -14.4351143 ]), 'mut_step_size': 1.2314445243735528, 'fitness': 93.86751081973136, 'individual_gain': 95.20000000000005}"
9;93.67917589275024;93.38168263345197;94.46480267679885;0.2473131468595686;1.0055316606522173;0.1924500735759251;"{'weights_and_biases': array([ 6.89069182, -5.21301316, -8.11108541, ...,  6.03484042,
        3.27102471,  6.43923499]), 'mut_step_size': 0.9693360684952567, 'fitness': 94.1289615464343, 'individual_gain': 95.80000000000004}"
10;93.6130565249799;93.1625471035353;94.40480267679885;0.3228707613837035;1.0193581799164064;0.2557616297399485;"{'weights_and_biases': array([-1.88849344, 22.33053922,  9.28659527, ...,  2.42927257,
        8.68114054, -9.07036542]), 'mut_step_size': 1.2163820341549518, 'fitness': 94.18506424239102, 'individual_gain': 94.00000000000006}"
11;93.67412555003393;93.26168263345198;94.13833644349734;0.27968796637295024;0.9712522406935293;0.3491230087751223;"{'weights_and_biases': array([ 0.85341322, 22.95491656, 11.81399952, ...,  5.42307234,
       14.23338645, -4.13907645]), 'mut_step_size': 1.2974438787385043, 'fitness': 93.55645558296865, 'individual_gain': 94.00000000000006}"
12;93.91670664798613;93.50168263345198;94.64480267679886;0.2703523528855466;1.2298683610517758;0.23506401402903235;"{'weights_and_biases': array([ -6.59623016,  45.84087148,  23.28204158, ...,   1.76760418,
        16.47425611, -23.22832937]), 'mut_step_size': 1.4491511433302167, 'fitness': 94.51010128507693, 'individual_gain': 96.40000000000003}"
13;94.03961075557565;93.52304739758638;94.88480267679886;0.3492603828890329;1.3780907153021058;0.1292436894148077;"{'weights_and_biases': array([ -6.98637442,  47.21131737,  26.26388278, ...,  -2.34004487,
        11.48027164, -23.47816398]), 'mut_step_size': 1.4595521368413078, 'fitness': 94.87605369405453, 'individual_gain': 98.80000000000001}"
14;94.08708921814183;93.68669517527552;94.88480267679886;0.28998995183414006;1.4603247166804407;0.09561946563115377;"{'weights_and_biases': array([ -6.98637442,  47.21131737,  26.26388278, ...,  -2.34004487,
        11.48027164, -23.47816398]), 'mut_step_size': 1.4595521368413078, 'fitness': 94.87605369405453, 'individual_gain': 98.80000000000001}"
15;93.98957532979693;93.58304739758638;94.70480267679885;0.29038171114176337;1.4954478156210693;0.14322307568947681;"{'weights_and_biases': array([ -9.69801568,  43.90349696,  23.92099001, ...,  -4.10815485,
         2.84849143, -29.79279327]), 'mut_step_size': 1.5262137755742056, 'fitness': 94.69605369405454, 'individual_gain': 97.00000000000003}"
