n_gen;max_fitness;avg_fitness;best_individual_gain
0;66.16518926293739;4.684474665512447;-20.0
1;48.482547103535296;4.222648430894755;-40.0
2;65.6249751801719;6.738577286615098;-20.0
3;86.64416263053516;10.394143182842917;26
4;74.75195712549157;10.844127143684114;-10.0
5;66.02873816020954;11.340093648219629;-20.0
6;75.03129244001464;11.659744315812294;-10.0
7;75.03129244001464;13.44608115751699;-10.0
8;85.79052820481505;14.252307424049906;14
9;66.20090734553948;16.14152821213936;-20.0
10;85.79052820481505;14.427032198364492;14
11;57.427845967822236;14.383544065881342;-30.0
12;66.20090734553948;15.754453768781323;-20.0
13;75.33357331188756;12.47529125126121;-10.0
14;75.33357331188756;14.272224762264306;-10.0
15;75.33357331188756;13.881718864982796;-10.0
16;66.40157804100163;12.37876500784834;-20.0
17;74.55269413745879;10.108102807476559;-10.0
18;75.20090734553948;11.173569100409136;-10.0
19;86.36558927428162;12.872631334810682;26
20;85.48410787451697;11.16982707989557;16
21;85.48410787451697;10.07670827017688;16
22;85.48410787451697;8.097731249022218;16
23;86.7028317747068;9.31370932509307;22
24;57.40157804100163;6.807757349000565;-30.0
