n_gen;max_fitness;avg_fitness;best_individual_gain
0;39.046756665712216;4.26820702469498;-50.0
1;57.40528862039816;4.425792845609351;-30.0
2;48.482547103535296;5.2884076382376906;-40.0
3;57.42027017401378;6.507958756138129;-30.0
4;57.42027017401378;8.691503350409256;-30.0
5;57.4316554962389;9.836314376052542;-30.0
6;57.4316554962389;10.66350751775384;-30.0
7;75.3510257618388;12.389251847845987;-10.0
8;75.08110614572685;12.812825042064103;-10.0
9;57.45482255552044;14.211216688578393;-30.0
10;66.01354799471557;18.55597648359325;-20.0
11;66.1194670135993;17.541716672993864;-20.0
12;75.08110614572685;17.044147625475574;-10.0
13;75.08110614572685;11.764361630358334;-10.0
14;57.41275134159975;13.526766567017853;-30.0
15;66.20090734553948;13.592646164615363;-20.0
16;66.20090734553948;10.57736353113922;-20.0
17;66.20090734553948;11.025617049170172;-20.0
18;57.37237888630936;8.769283371180917;-30.0
19;66.45092391510478;10.641044240841884;-20.0
20;65.76951855242152;7.017885371665028;-20.0
21;57.08110614572686;4.935539849180754;-30.0
22;75.08379793739256;7.154642338118015;-10.0
23;75.08379793739256;4.406123778606176;-10.0
24;66.20698639161586;5.023777992359438;-20.0
