n_gen;max_fitness;avg_fitness;best_individual_gain
0;66.1888590070233;4.520027810154262;-20.0
1;48.4165036912183;4.784599697125882;-40.0
2;56.860115447773744;6.657902593320744;-30.0
3;57.19788162462294;7.899364327586974;-30.0
4;66.1888590070233;9.813043326981967;-20.0
5;48.97611947915372;11.298632433281357;-40.0
6;66.02364909070207;12.182940214723734;-20.0
7;84.61173587691741;16.491147134108026;8
8;74.55586874329956;14.588700317011577;-10.0
9;84.61173587691741;14.493145884785958;8
10;74.55586874329956;19.181484350473525;-10.0
11;57.0704108566101;17.359289014109184;-30.0
12;74.55586874329956;14.958361488066393;-10.0
13;65.99118681455741;13.862023012355406;-20.0
14;65.6318128136495;10.831212702172339;-20.0
15;66.04675666571221;13.130767910521802;-20.0
16;65.6318128136495;11.410475899460174;-20.0
17;66.45482255552044;8.800705348290018;-20.0
18;56.875316609105795;7.258438255692271;-30.0
19;57.316420232661315;7.388771372672609;-30.0
20;56.61312068063735;5.673814927700854;-30.0
21;66.00603857269343;5.241491553704291;-20.0
22;66.40157804100163;5.614652068735386;-20.0
23;66.17399989261955;5.389200813474147;-20.0
24;66.08379793739256;5.410396736001549;-20.0
