n_gen;max_fitness;avg_fitness;best_individual_gain
0;39.03642065638155;5.913896807888198;-50.0
1;56.77148899640882;3.85239667646471;-30.0
2;56.77148899640882;6.663330590309501;-30.0
3;66.05982874727957;7.017015409469346;-20.0
4;66.05982874727957;10.58431015215502;-20.0
5;66.20090734553948;9.004879775621301;-20.0
6;85.86877351051686;10.733851502879306;20
7;66.34751081973135;12.669332271815874;-20.0
8;66.34751081973135;15.341213488487005;-20.0
9;57.36521039683075;17.484300029979366;-30.0
10;85.86877351051686;14.406405068086794;20
11;57.37237888630936;14.733567623433197;-30.0
12;57.375982493812664;13.310072816996;-30.0
13;57.17105438238979;14.078854846903152;-30.0
14;48.39052820481504;9.680909305296508;-40.0
15;48.46266573298146;10.193367808908702;-40.0
16;66.40157804100163;8.039265041659668;-20.0
17;48.46266573298146;9.838741127514101;-40.0
18;66.06775481255198;8.228417940324904;-20.0
19;57.04935744741228;6.39686554762074;-30.0
20;57.41275134159975;4.118287656834822;-30.0
21;48.16226955283406;3.9053894304699934;-40.0
22;39.52353644806849;4.359862117579779;-50.0
23;30.56627799644576;2.19768378064643;-60.0
24;39.427845967822236;3.956152069798298;-50.0
